Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.81472575,-0.167544071,0.864076532,-0.173984486,0.897201132
3.82473575,-0.18302271,0.820474868,-0.042413948,0.841709727
3.83474575,-0.117306164,0.798564036,-0.270236088,0.851171427
3.84475475,-0.158651223,0.786416007,-0.240604738,0.837562527
3.85476475,-0.135066543,0.874878386,-0.212942145,0.910494107
3.86477475,-0.06161413,0.653593653,0.19252016,0.684138126
3.87478475,-0.127515924,0.669034395,-0.401846387,0.790789385
3.88479375,-0.002152049,0.734655065,-0.227785887,0.769161301
3.89480375,-0.129258586,0.499918264,0.135440226,0.533825915
3.904854125,-0.078571778,0.44903678,-0.309748063,0.551136477
3.914863125,0.046998805,0.321224393,-0.163858863,0.363653304
3.924873125,-0.091596706,0.279028729,-0.082153965,0.304952885
3.934883125,-0.197721277,0.329573011,0.016032481,0.384667536
3.944893125,-0.243542142,0.281074889,-0.104502608,0.386311614
3.954902125,-0.145456652,0.232664073,-0.170379678,0.322985206
3.964912125,0.048663087,0.156356776,-0.021930567,0.165216486
3.974922125,0.009221461,0.143965612,-0.361170232,0.388915247
3.984932125,0.01175294,0.169545646,-0.150602056,0.227078922
3.994941125,-0.084342651,0.091073709,0.09559262,0.156671798
4.004951125,-0.112322674,0.089449755,-0.245420505,0.28433935
4.014961125,0.000992291,0.080907302,-0.177551288,0.19511903
4.025001125,-0.011950941,-0.016694495,-0.120074912,0.121817551
4.035011125,-0.08655447,-0.141287076,-0.092476639,0.189751529
4.045021125,-0.040960276,-0.070731502,-0.185791184,0.2029755
4.055031125,0.014688516,0.01772408,-0.258841619,0.259863193
4.065040125,0.021580904,0.040006686,-0.102057887,0.111723241
4.075050125,-0.073483933,0.04488056,-0.152772542,0.175367051
4.085060125,-0.091002684,0.057567373,-0.167994014,0.199543177
4.095070125,-0.055012322,0.072147515,-0.085694454,0.124800476
4.105079125,-0.059126551,0.027833514,-0.150246545,0.163843455
4.115089125,-0.039541704,-0.006898253,-0.143916349,0.149408995
4.125099125,-0.027058064,-0.056343551,-0.135468292,0.149192469
4.135109125,-0.001165734,-0.06065357,-0.193382624,0.202674749
4.145149125,-0.009200393,-0.039062434,-0.171872472,0.176495517
4.155159125,-0.066611261,-0.020099877,-0.108896205,0.129226347
4.165168125,-0.061589947,0.040923274,-0.134207048,0.153230439
4.175178125,-0.023396811,0.08976291,-0.171799382,0.195242973
4.185188125,0.007967654,0.156701286,-0.171987078,0.232805351
4.195198125,-0.034594503,0.215858042,-0.152695359,0.266659608
4.205208125,-0.100285815,0.246926455,-0.10357407,0.285932696
4.215217125,-0.093323974,0.256949643,-0.101001295,0.291433945
4.225227125,-0.047600008,0.279830748,-0.16552532,0.328587339
4.235237125,-0.015969459,0.306024995,-0.152390719,0.342241512
4.245247125,-0.041984945,0.323814637,-0.151977321,0.360160743
4.255287125,-0.069671219,0.363299824,-0.129088395,0.391796701
4.265297125,-0.082017852,0.353365807,-0.120592391,0.382278493
4.275306125,-0.049587733,0.335989599,-0.151989015,0.372086838
4.285316125,0.003777941,0.336426021,-0.181505175,0.382283755
4.295326125,-0.023333881,0.330154992,-0.152617591,0.364470736
4.305336125,-0.070431832,0.31965321,-0.111826245,0.345895832
4.315345125,-0.097049801,0.328496648,-0.129864321,0.366324247
4.325355125,-0.05886551,0.303257325,-0.127159399,0.334065362
