Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.923704708,-0.137400358,-0.184213606,3.489986091,3.497544343
2.933744708,-0.041021324,-0.980945416,-0.969943734,1.380118656
2.943754708,0.132236792,-0.907368294,-3.079933721,3.213533183
2.953764708,1.241556549,-0.711256481,0.980138939,1.734364663
2.963773708,0.509181679,-0.597755009,0.177860606,0.805115785
2.973783708,-0.481922836,-0.601622211,1.703679251,1.869952378
2.983793708,0.078805255,-0.555409181,0.613816141,0.831540667
2.993803708,-0.498959247,-1.15471034,-4.354874656,4.532907408
3.003813708,-0.128967614,-0.633935387,2.254619697,2.34559517
3.013822708,-0.168334761,-0.774671874,0.914314494,1.210133917
3.023832708,-0.31124316,-0.467817306,0.788159062,0.967946301
3.033842708,-0.254660458,-1.19344405,-2.868417712,3.117207215
3.043882708,-0.50527625,-0.173473147,1.194935821,1.308918882
3.053892708,-0.100293928,-0.621340777,0.581409702,0.856831649
3.063902708,-0.570573971,-0.578966297,1.441194232,1.654629096
3.073911708,0.217253572,-0.953266598,-0.674617243,1.187865626
3.083921708,0.954832263,-0.856930358,-3.030877336,3.291238629
3.093931708,1.775485544,-0.807618011,-0.610668585,2.043896252
3.103941708,0.45989981,-0.411026662,3.806264325,3.855917383
3.113950708,1.67190782,-1.742533122,3.193077344,4.003428576
3.123960708,0.075507983,-1.261434451,-10.32107121,10.39814547
3.133970708,-2.161758019,-0.289441706,4.716404491,5.19629152
3.143980708,-1.370525368,-0.450647542,3.494132352,3.78026241
3.154020708,0.357844884,-0.889402577,-4.328528271,4.433423835
3.164030708,1.197081019,-1.168835459,-1.643820135,2.345490126
3.174040708,-0.264978144,-0.194733185,1.853071518,1.882022444
3.184049708,-0.330700829,-0.699475511,0.502450656,0.922543057
3.194059708,-1.808618353,-0.829304603,0.202572693,1.999970542
3.204069708,-0.308780605,-0.674287899,-0.533536209,0.913603042
3.214079708,0.264275107,-0.632891074,1.186243935,1.370243452
3.224088708,-0.079883107,-0.866157556,-2.457292378,2.606702141
3.234098708,-0.00303708,-0.401798148,1.785799887,1.830445905
3.244108708,0.397231692,-0.704007542,-2.174105877,2.319516329
3.254118708,-0.380215271,-0.271103522,1.618730317,1.684739924
3.264158708,0.571197833,-0.899094045,0.121640212,1.072116321
3.274168708,0.372380002,-1.131313145,-1.195519373,1.687543442
3.284178708,1.242379544,-0.599048121,-1.559702091,2.082074973
3.294187708,0.097491357,-0.488226866,1.972810215,2.034662179
3.304197708,-1.105759131,-0.676213679,0.958114232,1.611816081
3.314207708,-1.211780846,-0.92540023,-1.438411542,2.09614078
3.324217708,-0.033664504,-0.745037016,-0.305212963,0.805833982
3.334226708,1.318123937,-0.70384572,3.239816478,3.567808897
3.344236708,0.616564917,-1.135110034,-4.119528319,4.317307107
3.354246708,-0.376948139,-0.371185196,2.225371925,2.287389025
3.364256708,0.263563136,-0.750076,-0.607337426,1.000469031
3.374296708,-0.273869584,-0.772208734,-1.947102347,2.112467379
3.384306708,-0.106089578,-0.480119555,2.547921297,2.594932123
3.394315708,0.00453532,-0.92112153,-0.945396538,1.31994699
3.404325708,-0.508165213,-0.680926097,-1.458169869,1.687646764
3.414335708,-0.27816705,-0.489358156,1.248183491,1.369237138
3.424345708,-0.319363773,-0.8598297,1.319566299,1.607033151
3.434355708,0.150605783,-0.898167554,-2.857884538,2.999481803
3.444364708,-0.071893992,-0.567555456,1.06966098,1.213038562
3.454374708,-0.11680239,-0.393162103,0.795647591,0.895139277
3.4643895,0.207799263,-0.468536367,-0.408170736,0.655217682
3.4743995,0.074645089,-0.657403918,-1.648873299,1.776663996
3.4844395,-0.320053781,-0.592695559,1.038303532,1.237657737
3.4944495,0.601693255,-0.559277553,0.364369828,0.898660962
3.5044585,0.162599592,-1.001507735,-0.941744367,1.384318902
3.5144685,0.991734991,-0.62734689,0.764156241,1.40037037
3.5244785,0.905377171,-0.645554827,0.257461676,1.141374334
3.5344885,-1.004044988,-0.761111596,-1.087209059,1.664157666
3.5444975,-0.10712819,-1.018818855,0.325956545,1.075042315
3.5545075,-0.250508332,-0.729995492,0.201496221,0.79765191
3.5645175,-0.79224378,-0.604490855,1.082328973,1.471222419
3.5745275,-0.175516128,-0.76485016,-1.25196547,1.477572068
3.5845375,0.608472809,-0.768911343,-0.372396301,1.048876932
3.5945775,-0.192294275,-0.824306695,-0.098586395,0.85216072
3.6045875,-0.111377618,-0.696126957,0.328148666,0.777611253
3.6145965,0.139293358,-0.697797799,-0.051222779,0.713406042
3.6246065,0.999043718,-0.781877983,0.0011864,1.268630339
3.6346165,-0.72532766,-0.780033478,-0.246528552,1.09331092
3.6446265,-0.972908126,-0.885982687,-0.186991033,1.329090362
3.6546355,0.231836253,-0.614568385,0.396766911,0.767376264
3.6646455,0.361255711,-0.902240578,-1.399480196,1.70384523
3.6746555,-0.083478578,-0.543633619,0.747198147,0.927799146
3.6846655,0.019313499,-0.715168853,0.485553373,0.864639565
3.6946745,-0.106256681,-0.686543517,-0.901108557,1.137817698
3.7047155,-0.345961953,-0.613163299,0.216277397,0.736501743
3.7147255,-0.210207841,-0.702342255,0.619636459,0.959906934
3.7247345,0.176164895,-0.6979738,-1.062011068,1.282992207
3.7347445,-0.115431748,-0.423697725,0.36933236,0.573803662
3.7447545,-0.109193171,-0.594360993,0.693596721,0.919926382
3.7547645,0.29393774,-0.626396425,-1.643862235,1.783551212
3.7647735,-0.161396875,-0.381086141,0.83192664,0.929181109
3.7747835,-0.864936731,-0.634078497,1.100297467,1.536497837
3.7847935,-0.218808346,-0.555499374,-1.065422333,1.221303155
3.7948035,0.045752051,-0.6811958,-0.436619194,0.810405632
3.8048125,1.193424681,-0.355410578,0.381784006,1.302435479
3.8148535,1.76112449,-0.5231957,-0.457306643,1.893257134
3.8248625,-0.572361794,-0.730281275,-1.716080026,1.950856073
3.8348725,-1.038695953,-0.920764557,1.577572936,2.101293178
3.8448825,-0.210141256,-0.571191839,-0.403938521,0.730469571
3.8548925,0.834847398,-0.478456022,0.231795323,0.98975725
3.8649025,0.638344553,-0.645736822,-1.458300261,1.71787644
3.8749115,-1.329891897,-0.508364676,0.958938105,1.716569076
3.8849215,-0.111252441,-0.60859984,0.800900729,1.012034016
3.8949315,-0.203633342,-0.593392109,-1.529940348,1.653571347
3.9049415,-0.214565881,-0.345610645,0.278871841,0.493208616
3.9149505,-0.124757445,-0.533244433,0.25265468,0.603115605
3.9249915,0.618972727,-0.42834246,0.368789154,0.838218313
3.9350005,0.738696368,-0.614831948,-1.215505157,1.549562336
3.9450105,-0.227320047,-0.562355673,-0.144420379,0.623518687
3.9550205,-0.576464127,-0.573837266,1.390032265,1.610524695
3.9650305,0.711836379,-0.690826748,-0.557710937,1.137978083
3.9750395,0.05782783,-0.625270398,-1.572349618,1.693100839
3.9850495,-1.319676081,-0.414397143,1.436232285,1.99399928
3.9950595,-0.46172659,-0.769018494,0.296913425,0.944848384
4.0050695,0.768425294,-0.500820745,-1.652223753,1.889746592
4.0150795,0.732614752,-0.427639479,0.634518793,1.059346023
4.0250885,-0.436875229,-0.8304318,0.247800322,0.970506022
4.0351295,-0.078149928,-0.892676433,-0.751306985,1.169376249
4.0451385,-0.267941494,-0.747526322,0.442274036,0.908952457
4.0551485,1.135513346,-0.800682336,0.208684788,1.405002528
4.0651585,0.81890935,-0.709932379,-1.111857412,1.55268909
4.0751685,-1.827102864,-0.795041965,0.673182337,2.103228723
